Q1,Q2,Q3,Q4,Class
655,523,675,600,FLAMMABLE_GAS
654,522,678,600,FLAMMABLE_GAS
653,521,680,601,FLAMMABLE_GAS
652,520,683,600,FLAMMABLE_GAS
653,522,685,601,FLAMMABLE_GAS
653,523,688,603,FLAMMABLE_GAS
654,524,691,604,FLAMMABLE_GAS
656,524,693,604,FLAMMABLE_GAS
659,526,694,606,FLAMMABLE_GAS
660,528,696,608,FLAMMABLE_GAS
663,531,700,610,FLAMMABLE_GAS
663,532,703,611,FLAMMABLE_GAS
664,534,707,613,FLAMMABLE_GAS
665,535,708,613,FLAMMABLE_GAS
665,535,710,612,FLAMMABLE_GAS
665,536,713,612,FLAMMABLE_GAS
667,536,715,613,FLAMMABLE_GAS
667,536,716,613,FLAMMABLE_GAS
668,536,718,614,FLAMMABLE_GAS
668,536,718,614,FLAMMABLE_GAS
667,535,719,615,FLAMMABLE_GAS
666,534,718,614,FLAMMABLE_GAS
666,533,718,613,FLAMMABLE_GAS
664,531,717,612,FLAMMABLE_GAS
664,531,716,610,FLAMMABLE_GAS
664,530,715,609,FLAMMABLE_GAS
663,529,715,608,FLAMMABLE_GAS
664,530,716,609,FLAMMABLE_GAS
663,529,715,608,FLAMMABLE_GAS
659,526,714,607,FLAMMABLE_GAS
657,524,712,604,FLAMMABLE_GAS
656,522,710,604,FLAMMABLE_GAS
658,524,711,604,FLAMMABLE_GAS
661,526,711,603,FLAMMABLE_GAS
663,528,712,606,FLAMMABLE_GAS
664,530,712,607,FLAMMABLE_GAS
662,528,712,604,FLAMMABLE_GAS
658,523,711,601,FLAMMABLE_GAS
653,519,709,598,FLAMMABLE_GAS
648,513,706,594,FLAMMABLE_GAS
641,507,703,592,FLAMMABLE_GAS
639,506,700,593,FLAMMABLE_GAS
639,507,696,593,FLAMMABLE_GAS
639,507,694,594,FLAMMABLE_GAS
642,509,693,594,FLAMMABLE_GAS
642,509,691,593,FLAMMABLE_GAS
641,508,690,591,FLAMMABLE_GAS
641,507,689,591,FLAMMABLE_GAS
646,510,689,591,FLAMMABLE_GAS
649,513,689,592,FLAMMABLE_GAS
650,515,691,594,FLAMMABLE_GAS
651,516,692,594,FLAMMABLE_GAS
651,517,694,594,FLAMMABLE_GAS
650,516,696,595,FLAMMABLE_GAS
648,513,694,595,FLAMMABLE_GAS
644,509,694,593,FLAMMABLE_GAS
639,505,692,590,FLAMMABLE_GAS
633,501,690,587,FLAMMABLE_GAS
628,498,690,585,FLAMMABLE_GAS
623,494,688,583,FLAMMABLE_GAS
620,491,685,583,FLAMMABLE_GAS
620,490,681,581,FLAMMABLE_GAS
622,491,679,581,FLAMMABLE_GAS
623,492,677,582,FLAMMABLE_GAS
624,493,676,582,FLAMMABLE_GAS
624,494,674,583,FLAMMABLE_GAS
626,495,673,585,FLAMMABLE_GAS
627,496,672,584,FLAMMABLE_GAS
629,498,672,585,FLAMMABLE_GAS
629,498,672,585,FLAMMABLE_GAS
629,498,672,585,FLAMMABLE_GAS
630,499,673,586,FLAMMABLE_GAS
625,497,673,586,FLAMMABLE_GAS
620,491,670,584,FLAMMABLE_GAS
616,486,666,582,FLAMMABLE_GAS
616,483,663,580,FLAMMABLE_GAS
616,484,661,580,FLAMMABLE_GAS
617,485,659,579,FLAMMABLE_GAS
620,486,657,578,FLAMMABLE_GAS
623,487,656,577,FLAMMABLE_GAS
624,489,656,577,FLAMMABLE_GAS
624,489,656,578,FLAMMABLE_GAS
624,490,657,581,FLAMMABLE_GAS
623,490,657,583,FLAMMABLE_GAS
622,489,655,583,FLAMMABLE_GAS
621,489,655,583,FLAMMABLE_GAS
620,488,653,582,FLAMMABLE_GAS
619,487,653,582,FLAMMABLE_GAS
618,486,652,580,FLAMMABLE_GAS
618,486,652,578,FLAMMABLE_GAS
617,486,653,578,FLAMMABLE_GAS
616,485,652,578,FLAMMABLE_GAS
616,485,652,578,FLAMMABLE_GAS
615,483,651,577,FLAMMABLE_GAS
615,483,651,576,FLAMMABLE_GAS
614,482,650,576,FLAMMABLE_GAS
613,482,650,575,FLAMMABLE_GAS
612,482,650,574,FLAMMABLE_GAS
611,481,649,574,FLAMMABLE_GAS
610,479,647,573,FLAMMABLE_GAS
607,477,645,572,FLAMMABLE_GAS
607,476,644,571,FLAMMABLE_GAS
604,474,643,570,FLAMMABLE_GAS
602,473,642,567,FLAMMABLE_GAS
604,477,644,566,FLAMMABLE_GAS
604,479,647,566,FLAMMABLE_GAS
606,481,650,566,FLAMMABLE_GAS
608,483,654,566,FLAMMABLE_GAS
612,488,658,567,FLAMMABLE_GAS
613,489,661,568,FLAMMABLE_GAS
612,486,662,570,FLAMMABLE_GAS
609,483,662,571,FLAMMABLE_GAS
610,483,661,574,FLAMMABLE_GAS
610,484,661,576,FLAMMABLE_GAS
612,486,661,578,FLAMMABLE_GAS
612,486,660,581,FLAMMABLE_GAS
613,488,660,584,FLAMMABLE_GAS
615,491,660,587,FLAMMABLE_GAS
615,491,660,588,FLAMMABLE_GAS
616,489,659,588,FLAMMABLE_GAS
617,490,659,588,FLAMMABLE_GAS
616,489,657,588,FLAMMABLE_GAS
615,488,656,586,FLAMMABLE_GAS
614,486,655,585,FLAMMABLE_GAS
612,485,653,584,FLAMMABLE_GAS
614,486,653,584,FLAMMABLE_GAS
615,487,652,584,FLAMMABLE_GAS
615,485,650,582,FLAMMABLE_GAS
615,485,650,582,FLAMMABLE_GAS
613,484,649,581,FLAMMABLE_GAS
611,484,649,582,FLAMMABLE_GAS
609,482,649,580,FLAMMABLE_GAS
608,481,650,578,FLAMMABLE_GAS
607,481,650,577,FLAMMABLE_GAS
603,478,649,576,FLAMMABLE_GAS
603,477,649,575,FLAMMABLE_GAS
604,479,649,574,FLAMMABLE_GAS
604,479,647,573,FLAMMABLE_GAS
605,480,649,575,FLAMMABLE_GAS
608,482,649,576,FLAMMABLE_GAS
611,484,651,577,FLAMMABLE_GAS
613,486,652,578,FLAMMABLE_GAS
611,486,653,578,FLAMMABLE_GAS
610,485,654,577,FLAMMABLE_GAS
614,487,656,578,FLAMMABLE_GAS
616,489,657,580,FLAMMABLE_GAS
616,489,658,580,FLAMMABLE_GAS
618,490,659,581,FLAMMABLE_GAS
619,492,659,584,FLAMMABLE_GAS
621,492,659,586,FLAMMABLE_GAS
622,493,659,588,FLAMMABLE_GAS
620,494,660,590,FLAMMABLE_GAS
620,493,660,588,FLAMMABLE_GAS
618,491,661,585,FLAMMABLE_GAS
619,490,661,582,FLAMMABLE_GAS
618,489,661,583,FLAMMABLE_GAS
615,488,659,582,FLAMMABLE_GAS
613,485,659,581,FLAMMABLE_GAS
611,484,658,578,FLAMMABLE_GAS
611,482,656,576,FLAMMABLE_GAS
609,480,655,573,FLAMMABLE_GAS
607,477,653,572,FLAMMABLE_GAS
606,476,651,573,FLAMMABLE_GAS
606,475,649,573,FLAMMABLE_GAS
608,477,647,573,FLAMMABLE_GAS
610,478,647,573,FLAMMABLE_GAS
611,481,647,575,FLAMMABLE_GAS
611,482,648,576,FLAMMABLE_GAS
610,481,647,577,FLAMMABLE_GAS
610,482,647,578,FLAMMABLE_GAS
609,481,646,578,FLAMMABLE_GAS
608,478,645,576,FLAMMABLE_GAS
606,476,644,573,FLAMMABLE_GAS
605,475,643,572,FLAMMABLE_GAS
604,474,642,572,FLAMMABLE_GAS
602,474,642,572,FLAMMABLE_GAS
604,474,641,572,FLAMMABLE_GAS
607,477,641,573,FLAMMABLE_GAS
609,479,641,575,FLAMMABLE_GAS
608,480,641,576,FLAMMABLE_GAS
609,480,641,578,FLAMMABLE_GAS
609,481,641,580,FLAMMABLE_GAS
609,481,642,580,FLAMMABLE_GAS
608,480,642,579,FLAMMABLE_GAS
607,480,642,577,FLAMMABLE_GAS
605,478,643,576,FLAMMABLE_GAS
603,477,642,575,FLAMMABLE_GAS
603,476,642,574,FLAMMABLE_GAS
601,474,641,572,FLAMMABLE_GAS
601,473,640,572,FLAMMABLE_GAS
600,471,638,573,FLAMMABLE_GAS
598,469,635,572,FLAMMABLE_GAS
597,470,635,571,FLAMMABLE_GAS
596,468,632,571,FLAMMABLE_GAS
596,469,632,571,FLAMMABLE_GAS
596,469,631,570,FLAMMABLE_GAS
594,466,629,568,FLAMMABLE_GAS
593,465,627,568,FLAMMABLE_GAS
593,464,625,568,FLAMMABLE_GAS
607,476,626,574,FLAMMABLE_GAS
641,509,636,590,FLAMMABLE_GAS
670,538,651,604,FLAMMABLE_GAS
678,545,667,611,FLAMMABLE_GAS
674,540,677,612,FLAMMABLE_GAS
662,531,683,614,FLAMMABLE_GAS
649,518,683,611,FLAMMABLE_GAS
637,507,681,608,FLAMMABLE_GAS
630,502,679,606,FLAMMABLE_GAS
629,503,679,608,FLAMMABLE_GAS
631,506,679,609,FLAMMABLE_GAS
634,510,680,609,FLAMMABLE_GAS
637,511,680,607,FLAMMABLE_GAS
639,511,681,604,FLAMMABLE_GAS
642,510,681,600,FLAMMABLE_GAS
645,512,682,599,FLAMMABLE_GAS
647,514,684,598,FLAMMABLE_GAS
648,515,686,598,FLAMMABLE_GAS
647,513,687,599,FLAMMABLE_GAS
646,513,687,599,FLAMMABLE_GAS
648,514,688,600,FLAMMABLE_GAS
649,517,691,601,FLAMMABLE_GAS
650,519,694,605,FLAMMABLE_GAS
652,521,696,605,FLAMMABLE_GAS
650,521,698,606,FLAMMABLE_GAS
649,520,699,607,FLAMMABLE_GAS
649,520,701,610,FLAMMABLE_GAS
651,524,702,612,FLAMMABLE_GAS
655,528,706,615,FLAMMABLE_GAS
658,532,711,615,FLAMMABLE_GAS
662,537,718,616,FLAMMABLE_GAS
665,540,724,616,FLAMMABLE_GAS
669,544,731,620,FLAMMABLE_GAS
673,549,737,626,FLAMMABLE_GAS
675,552,743,632,FLAMMABLE_GAS
674,552,747,637,FLAMMABLE_GAS
672,552,749,639,FLAMMABLE_GAS
674,552,752,637,FLAMMABLE_GAS
679,554,755,633,FLAMMABLE_GAS
686,558,758,630,FLAMMABLE_GAS
691,561,763,629,FLAMMABLE_GAS
694,563,767,631,FLAMMABLE_GAS
692,562,770,631,FLAMMABLE_GAS
687,558,772,630,FLAMMABLE_GAS
686,556,772,631,FLAMMABLE_GAS
685,557,772,633,FLAMMABLE_GAS
686,558,772,633,FLAMMABLE_GAS
683,557,772,631,FLAMMABLE_GAS
683,555,772,629,FLAMMABLE_GAS
680,555,772,628,FLAMMABLE_GAS
679,554,772,630,FLAMMABLE_GAS
677,550,770,626,FLAMMABLE_GAS
672,542,768,618,FLAMMABLE_GAS
667,537,765,613,FLAMMABLE_GAS
662,534,763,611,FLAMMABLE_GAS
659,533,762,610,FLAMMABLE_GAS
660,534,760,610,FLAMMABLE_GAS
664,536,759,611,FLAMMABLE_GAS
668,538,758,611,FLAMMABLE_GAS
671,540,757,613,FLAMMABLE_GAS
672,541,756,615,FLAMMABLE_GAS
672,541,755,618,FLAMMABLE_GAS
671,541,754,618,FLAMMABLE_GAS
669,539,753,617,FLAMMABLE_GAS
668,537,752,615,FLAMMABLE_GAS
667,537,751,614,FLAMMABLE_GAS
666,535,751,612,FLAMMABLE_GAS
665,535,750,612,FLAMMABLE_GAS
665,534,748,613,FLAMMABLE_GAS
663,532,746,614,FLAMMABLE_GAS
662,530,743,613,FLAMMABLE_GAS
659,530,741,614,FLAMMABLE_GAS
659,530,740,614,FLAMMABLE_GAS
655,529,738,615,FLAMMABLE_GAS
652,526,736,613,FLAMMABLE_GAS
648,522,734,609,FLAMMABLE_GAS
644,518,731,606,FLAMMABLE_GAS
643,515,728,603,FLAMMABLE_GAS
641,513,725,600,FLAMMABLE_GAS
639,511,722,597,FLAMMABLE_GAS
636,508,721,594,FLAMMABLE_GAS
631,505,717,591,FLAMMABLE_GAS
628,502,714,590,FLAMMABLE_GAS
626,500,712,589,FLAMMABLE_GAS
626,501,709,591,FLAMMABLE_GAS
629,502,707,591,FLAMMABLE_GAS
629,502,706,592,FLAMMABLE_GAS
628,501,704,591,FLAMMABLE_GAS
628,500,702,591,FLAMMABLE_GAS
630,503,701,593,FLAMMABLE_GAS
631,505,701,594,FLAMMABLE_GAS
632,506,700,594,FLAMMABLE_GAS
636,507,700,594,FLAMMABLE_GAS
640,511,700,596,FLAMMABLE_GAS
641,513,702,599,FLAMMABLE_GAS
639,513,702,601,FLAMMABLE_GAS
635,509,702,600,FLAMMABLE_GAS
633,507,702,599,FLAMMABLE_GAS
633,508,701,598,FLAMMABLE_GAS
634,508,701,598,FLAMMABLE_GAS
636,509,700,598,FLAMMABLE_GAS
638,510,700,598,FLAMMABLE_GAS
636,508,700,598,FLAMMABLE_GAS
634,507,698,597,FLAMMABLE_GAS
633,504,695,594,FLAMMABLE_GAS
632,501,694,592,FLAMMABLE_GAS
633,502,692,593,FLAMMABLE_GAS
635,505,692,596,FLAMMABLE_GAS
635,506,692,596,FLAMMABLE_GAS
636,506,692,596,FLAMMABLE_GAS
636,506,691,594,FLAMMABLE_GAS
636,506,691,594,FLAMMABLE_GAS
636,505,690,594,FLAMMABLE_GAS
636,506,690,597,FLAMMABLE_GAS
636,508,690,600,FLAMMABLE_GAS
635,507,689,600,FLAMMABLE_GAS
635,507,689,601,FLAMMABLE_GAS
634,507,688,600,FLAMMABLE_GAS
634,506,688,599,FLAMMABLE_GAS
634,505,686,597,FLAMMABLE_GAS
635,506,686,597,FLAMMABLE_GAS
635,506,687,596,FLAMMABLE_GAS
635,505,686,595,FLAMMABLE_GAS
636,505,686,595,FLAMMABLE_GAS
635,505,685,593,FLAMMABLE_GAS
635,504,686,593,FLAMMABLE_GAS
634,504,686,594,FLAMMABLE_GAS
634,503,685,593,FLAMMABLE_GAS
634,503,685,592,FLAMMABLE_GAS
633,502,685,592,FLAMMABLE_GAS
630,500,683,589,FLAMMABLE_GAS
629,500,684,590,FLAMMABLE_GAS
627,498,684,590,FLAMMABLE_GAS
627,499,683,589,FLAMMABLE_GAS
626,497,681,587,FLAMMABLE_GAS
626,497,682,587,FLAMMABLE_GAS
625,495,680,585,FLAMMABLE_GAS
622,492,678,584,FLAMMABLE_GAS
622,491,677,583,FLAMMABLE_GAS
622,490,675,581,FLAMMABLE_GAS
622,490,674,581,FLAMMABLE_GAS
623,492,673,582,FLAMMABLE_GAS
623,491,672,582,FLAMMABLE_GAS
621,491,671,583,FLAMMABLE_GAS
619,490,671,585,FLAMMABLE_GAS
615,487,669,585,FLAMMABLE_GAS
612,485,667,584,FLAMMABLE_GAS
613,485,664,583,FLAMMABLE_GAS
614,486,663,582,FLAMMABLE_GAS
616,487,662,584,FLAMMABLE_GAS
615,487,661,583,FLAMMABLE_GAS
616,487,661,583,FLAMMABLE_GAS
617,488,661,583,FLAMMABLE_GAS
617,488,660,582,FLAMMABLE_GAS
616,487,659,581,FLAMMABLE_GAS
615,486,659,580,FLAMMABLE_GAS
615,486,659,579,FLAMMABLE_GAS
614,485,659,578,FLAMMABLE_GAS
613,484,658,577,FLAMMABLE_GAS
613,484,658,577,FLAMMABLE_GAS
613,484,658,578,FLAMMABLE_GAS
615,486,658,579,FLAMMABLE_GAS
615,487,658,579,FLAMMABLE_GAS
615,487,658,581,FLAMMABLE_GAS
614,485,657,580,FLAMMABLE_GAS
612,483,656,578,FLAMMABLE_GAS
610,481,655,577,FLAMMABLE_GAS
609,480,653,577,FLAMMABLE_GAS
609,480,652,577,FLAMMABLE_GAS
610,481,650,579,FLAMMABLE_GAS
611,482,650,581,FLAMMABLE_GAS
611,483,649,581,FLAMMABLE_GAS
612,483,649,581,FLAMMABLE_GAS
612,483,649,581,FLAMMABLE_GAS
612,482,648,579,FLAMMABLE_GAS
611,481,647,579,FLAMMABLE_GAS
610,481,647,580,FLAMMABLE_GAS
608,480,646,579,FLAMMABLE_GAS
608,479,645,578,FLAMMABLE_GAS
608,479,644,576,FLAMMABLE_GAS
608,479,644,575,FLAMMABLE_GAS
609,479,644,575,FLAMMABLE_GAS
610,479,644,575,FLAMMABLE_GAS
610,480,644,577,FLAMMABLE_GAS
611,480,643,577,FLAMMABLE_GAS
610,480,642,578,FLAMMABLE_GAS
610,480,641,578,FLAMMABLE_GAS
610,480,641,580,FLAMMABLE_GAS
610,480,641,580,FLAMMABLE_GAS
608,480,640,579,FLAMMABLE_GAS
605,479,642,578,FLAMMABLE_GAS
605,478,640,578,FLAMMABLE_GAS
603,477,639,578,FLAMMABLE_GAS
600,475,637,577,FLAMMABLE_GAS
599,473,636,577,FLAMMABLE_GAS
602,474,634,576,FLAMMABLE_GAS
604,476,635,577,FLAMMABLE_GAS
606,477,634,577,FLAMMABLE_GAS
608,478,635,577,FLAMMABLE_GAS
608,479,635,578,FLAMMABLE_GAS
604,476,635,578,FLAMMABLE_GAS
597,469,631,576,FLAMMABLE_GAS
597,469,628,576,FLAMMABLE_GAS
586,459,623,575,FLAMMABLE_GAS
569,444,615,566,FLAMMABLE_GAS
563,438,611,557,FLAMMABLE_GAS
557,432,604,553,FLAMMABLE_GAS
536,406,572,538,FLAMMABLE_GAS
520,391,560,532,FLAMMABLE_GAS
511,380,550,521,FLAMMABLE_GAS
508,376,543,513,FLAMMABLE_GAS
511,379,539,511,FLAMMABLE_GAS
520,393,539,514,FLAMMABLE_GAS
529,403,539,518,FLAMMABLE_GAS
534,408,539,520,FLAMMABLE_GAS
530,403,537,519,FLAMMABLE_GAS
521,390,530,511,FLAMMABLE_GAS
519,387,526,508,FLAMMABLE_GAS
519,390,524,507,FLAMMABLE_GAS
522,394,524,509,FLAMMABLE_GAS
524,395,524,509,FLAMMABLE_GAS
525,395,522,508,FLAMMABLE_GAS
526,395,522,506,FLAMMABLE_GAS
525,394,521,506,FLAMMABLE_GAS
523,393,520,507,FLAMMABLE_GAS
520,391,519,506,FLAMMABLE_GAS
518,389,517,506,FLAMMABLE_GAS
516,388,516,507,FLAMMABLE_GAS
513,386,513,506,FLAMMABLE_GAS
507,381,511,501,FLAMMABLE_GAS
405,280,364,403,CO2/SMOKE
405,280,364,402,CO2/SMOKE
404,279,362,402,CO2/SMOKE
405,280,362,401,CO2/SMOKE
405,279,362,401,CO2/SMOKE
404,279,362,400,CO2/SMOKE
404,279,361,400,CO2/SMOKE
404,279,361,400,CO2/SMOKE
405,279,361,400,CO2/SMOKE
405,279,360,400,CO2/SMOKE
405,279,360,400,CO2/SMOKE
405,279,360,401,CO2/SMOKE
404,279,360,401,CO2/SMOKE
404,279,360,401,CO2/SMOKE
405,279,359,401,CO2/SMOKE
404,279,359,400,CO2/SMOKE
405,279,358,400,CO2/SMOKE
405,279,359,401,CO2/SMOKE
405,279,358,401,CO2/SMOKE
405,279,358,401,CO2/SMOKE
404,278,358,400,CO2/SMOKE
404,279,358,400,CO2/SMOKE
404,278,357,400,CO2/SMOKE
403,278,358,401,CO2/SMOKE
404,278,357,399,CO2/SMOKE
403,278,357,399,CO2/SMOKE
403,277,357,398,CO2/SMOKE
403,278,356,398,CO2/SMOKE
403,277,356,398,CO2/SMOKE
403,277,356,398,CO2/SMOKE
403,277,355,398,CO2/SMOKE
403,277,355,397,CO2/SMOKE
403,277,355,398,CO2/SMOKE
402,277,354,398,CO2/SMOKE
402,276,354,397,CO2/SMOKE
402,276,354,396,CO2/SMOKE
402,276,354,396,CO2/SMOKE
402,275,354,396,CO2/SMOKE
402,275,353,396,CO2/SMOKE
402,275,353,396,CO2/SMOKE
401,275,353,396,CO2/SMOKE
402,276,353,397,CO2/SMOKE
402,276,352,397,CO2/SMOKE
402,275,352,397,CO2/SMOKE
402,276,352,397,CO2/SMOKE
403,277,352,397,CO2/SMOKE
403,277,352,398,CO2/SMOKE
403,277,352,398,CO2/SMOKE
403,277,352,398,CO2/SMOKE
403,277,352,398,CO2/SMOKE
403,277,351,398,CO2/SMOKE
403,277,351,398,CO2/SMOKE
403,277,351,399,CO2/SMOKE
403,277,351,398,CO2/SMOKE
403,277,351,398,CO2/SMOKE
402,277,351,399,CO2/SMOKE
402,277,351,399,CO2/SMOKE
403,278,351,399,CO2/SMOKE
403,277,350,399,CO2/SMOKE
403,277,351,399,CO2/SMOKE
403,277,350,398,CO2/SMOKE
403,277,350,399,CO2/SMOKE
403,277,350,399,CO2/SMOKE
403,277,350,401,CO2/SMOKE
402,277,351,400,CO2/SMOKE
402,277,350,400,CO2/SMOKE
403,277,350,400,CO2/SMOKE
403,277,350,399,CO2/SMOKE
403,277,350,401,CO2/SMOKE
403,278,351,402,CO2/SMOKE
404,279,350,402,CO2/SMOKE
404,280,350,403,CO2/SMOKE
405,280,350,402,CO2/SMOKE
404,280,350,403,CO2/SMOKE
405,280,350,403,CO2/SMOKE
405,280,350,403,CO2/SMOKE
405,279,349,401,CO2/SMOKE
404,279,349,401,CO2/SMOKE
404,279,349,401,CO2/SMOKE
403,278,349,400,CO2/SMOKE
403,277,349,399,CO2/SMOKE
403,277,348,399,CO2/SMOKE
402,276,348,399,CO2/SMOKE
402,276,348,398,CO2/SMOKE
403,276,348,399,CO2/SMOKE
402,275,347,398,CO2/SMOKE
401,276,347,398,CO2/SMOKE
401,275,347,397,CO2/SMOKE
401,275,346,397,CO2/SMOKE
401,275,347,397,CO2/SMOKE
401,275,347,396,CO2/SMOKE
401,274,346,396,CO2/SMOKE
401,275,346,396,CO2/SMOKE
401,275,346,397,CO2/SMOKE
401,275,346,397,CO2/SMOKE
401,275,346,397,CO2/SMOKE
401,275,346,398,CO2/SMOKE
402,276,346,397,CO2/SMOKE
401,275,346,396,CO2/SMOKE
401,274,346,396,CO2/SMOKE
400,274,345,396,CO2/SMOKE
401,274,346,396,CO2/SMOKE
401,274,345,396,CO2/SMOKE
400,274,345,396,CO2/SMOKE
400,274,345,396,CO2/SMOKE
400,274,344,396,CO2/SMOKE
400,274,345,396,CO2/SMOKE
400,274,345,396,CO2/SMOKE
401,274,344,395,CO2/SMOKE
400,273,344,394,CO2/SMOKE
400,273,344,395,CO2/SMOKE
400,273,344,395,CO2/SMOKE
400,272,344,394,CO2/SMOKE
399,272,343,393,CO2/SMOKE
399,272,344,393,CO2/SMOKE
399,272,343,393,CO2/SMOKE
399,271,343,392,CO2/SMOKE
399,272,343,393,CO2/SMOKE
398,271,343,393,CO2/SMOKE
398,271,342,392,CO2/SMOKE
397,270,342,392,CO2/SMOKE
397,270,342,392,CO2/SMOKE
398,271,342,393,CO2/SMOKE
399,272,342,393,CO2/SMOKE
399,272,342,394,CO2/SMOKE
399,272,342,395,CO2/SMOKE
399,273,342,395,CO2/SMOKE
400,273,342,395,CO2/SMOKE
399,273,342,395,CO2/SMOKE
400,273,342,395,CO2/SMOKE
398,272,342,394,CO2/SMOKE
399,272,342,394,CO2/SMOKE
399,272,341,393,CO2/SMOKE
398,272,341,393,CO2/SMOKE
398,271,341,392,CO2/SMOKE
397,270,341,391,CO2/SMOKE
397,270,341,391,CO2/SMOKE
397,270,340,390,CO2/SMOKE
397,269,340,391,CO2/SMOKE
398,270,340,391,CO2/SMOKE
397,270,340,391,CO2/SMOKE
397,269,340,391,CO2/SMOKE
397,269,340,390,CO2/SMOKE
397,269,339,390,CO2/SMOKE
397,269,339,390,CO2/SMOKE
397,269,339,390,CO2/SMOKE
397,269,339,389,CO2/SMOKE
397,269,339,390,CO2/SMOKE
397,270,339,390,CO2/SMOKE
396,269,339,390,CO2/SMOKE
397,269,338,390,CO2/SMOKE
397,270,339,391,CO2/SMOKE
397,269,339,391,CO2/SMOKE
396,269,339,390,CO2/SMOKE
396,268,339,390,CO2/SMOKE
396,268,338,389,CO2/SMOKE
395,267,338,388,CO2/SMOKE
396,268,338,388,CO2/SMOKE
395,267,337,388,CO2/SMOKE
395,267,338,387,CO2/SMOKE
395,267,338,387,CO2/SMOKE
395,266,337,387,CO2/SMOKE
394,267,337,387,CO2/SMOKE
394,266,337,386,CO2/SMOKE
394,265,336,386,CO2/SMOKE
394,266,337,387,CO2/SMOKE
395,266,337,387,CO2/SMOKE
395,266,337,387,CO2/SMOKE
395,266,337,386,CO2/SMOKE
394,265,336,387,CO2/SMOKE
393,265,336,387,CO2/SMOKE
394,267,336,387,CO2/SMOKE
394,266,336,388,CO2/SMOKE
395,267,336,388,CO2/SMOKE
395,267,336,387,CO2/SMOKE
394,266,336,388,CO2/SMOKE
394,267,336,387,CO2/SMOKE
394,266,335,387,CO2/SMOKE
394,266,335,387,CO2/SMOKE
394,267,336,388,CO2/SMOKE
395,267,336,388,CO2/SMOKE
395,267,336,388,CO2/SMOKE
395,267,336,388,CO2/SMOKE
395,266,335,388,CO2/SMOKE
394,267,335,389,CO2/SMOKE
395,267,334,388,CO2/SMOKE
397,267,335,389,CO2/SMOKE
396,266,335,388,CO2/SMOKE
395,264,335,388,CO2/SMOKE
395,264,336,387,CO2/SMOKE
395,263,336,387,CO2/SMOKE
395,263,336,389,CO2/SMOKE
397,268,338,397,CO2/SMOKE
402,276,341,408,CO2/SMOKE
403,277,343,407,CO2/SMOKE
402,275,343,404,CO2/SMOKE
401,273,343,401,CO2/SMOKE
400,271,342,399,CO2/SMOKE
399,269,342,398,CO2/SMOKE
398,268,342,397,CO2/SMOKE
397,267,342,396,CO2/SMOKE
396,266,342,395,CO2/SMOKE
395,265,341,394,CO2/SMOKE
395,264,341,393,CO2/SMOKE
394,262,341,392,CO2/SMOKE
394,262,341,392,CO2/SMOKE
393,261,340,391,CO2/SMOKE
392,260,340,390,CO2/SMOKE
392,260,340,390,CO2/SMOKE
392,260,340,389,CO2/SMOKE
391,259,340,389,CO2/SMOKE
392,258,340,389,CO2/SMOKE
391,258,340,390,CO2/SMOKE
391,258,340,389,CO2/SMOKE
391,258,339,389,CO2/SMOKE
390,258,339,390,CO2/SMOKE
390,257,339,389,CO2/SMOKE
390,258,339,389,CO2/SMOKE
390,258,339,389,CO2/SMOKE
390,257,339,388,CO2/SMOKE
390,257,339,389,CO2/SMOKE
391,257,338,389,CO2/SMOKE
390,257,339,388,CO2/SMOKE
390,257,339,388,CO2/SMOKE
390,257,339,388,CO2/SMOKE
391,258,339,388,CO2/SMOKE
390,256,339,388,CO2/SMOKE
390,256,338,388,CO2/SMOKE
389,256,339,388,CO2/SMOKE
390,256,338,388,CO2/SMOKE
389,256,338,388,CO2/SMOKE
389,256,338,388,CO2/SMOKE
389,256,338,389,CO2/SMOKE
389,256,338,388,CO2/SMOKE
389,256,338,389,CO2/SMOKE
389,255,337,388,CO2/SMOKE
388,255,338,389,CO2/SMOKE
389,256,338,388,CO2/SMOKE
389,255,338,388,CO2/SMOKE
388,255,337,389,CO2/SMOKE
390,257,338,394,CO2/SMOKE
391,259,339,398,CO2/SMOKE
391,261,340,399,CO2/SMOKE
392,261,340,397,CO2/SMOKE
392,261,339,397,CO2/SMOKE
392,261,340,396,CO2/SMOKE
391,259,340,394,CO2/SMOKE
391,258,339,393,CO2/SMOKE
391,258,339,391,CO2/SMOKE
390,258,339,390,CO2/SMOKE
390,257,338,390,CO2/SMOKE
390,257,338,390,CO2/SMOKE
389,256,338,390,CO2/SMOKE
389,255,338,390,CO2/SMOKE
389,255,338,390,CO2/SMOKE
389,255,337,390,CO2/SMOKE
389,255,337,390,CO2/SMOKE
389,255,337,389,CO2/SMOKE
389,254,337,389,CO2/SMOKE
388,254,337,388,CO2/SMOKE
388,254,337,389,CO2/SMOKE
388,254,337,388,CO2/SMOKE
388,254,337,388,CO2/SMOKE
388,254,337,389,CO2/SMOKE
389,253,336,388,CO2/SMOKE
388,253,336,388,CO2/SMOKE
388,254,336,389,CO2/SMOKE
388,253,336,389,CO2/SMOKE
388,254,336,389,CO2/SMOKE
388,254,336,389,CO2/SMOKE
388,254,336,389,CO2/SMOKE
388,254,336,389,CO2/SMOKE
388,253,336,389,CO2/SMOKE
388,253,336,389,CO2/SMOKE
388,253,335,388,CO2/SMOKE
388,253,336,388,CO2/SMOKE
